n,p,diff_total,diff_count,diff_mean,diff_min,diff_max
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
25,80,0,1,0,0,0
