n,p,diff_total,diff_count,diff_mean,diff_min,diff_max
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,1,1,1,1,1
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,1,1,1,1,1
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,1,1,1,1,1
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,1,1,1,1,1
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,1,1,1,1,1
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,1,1,1,1,1
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,1,1,1,1,1
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,1,1,1,1,1
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,1,1,1,1,1
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,1,1,1,1,1
10,20,0,1,0,0,0
10,20,1,1,1,1,1
10,20,1,1,1,1,1
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,1,1,1,1,1
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,1,1,1,1,1
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,1,1,1,1,1
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,1,1,1,1,1
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
10,20,0,1,0,0,0
