n,p,diff_total,diff_count,diff_mean,diff_min,diff_max
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,1,1,1,1,1
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,1,1,1,1,1
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,1,1,1,1,1
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
15,50,0,1,0,0,0
