n,p,diff_total,diff_count,diff_mean,diff_min,diff_max
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,1,1,1,1,1
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,1,1,1,1,1
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,-2,1,-2,-2,-2
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,1,1,1,1,1
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,1,1,1,1,1
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
50,70,0,1,0,0,0
