n,p,diff_total,diff_count,diff_mean,diff_min,diff_max
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,1,1,1,1,1
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,1,1,1,1,1
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,-1,1,-1,-1,-1
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,-1,1,-1,-1,-1
30,40,0,1,0,0,0
30,40,1,1,1,1,1
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,1,1,1,1,1
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,1,1,1,1,1
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,-1,1,-1,-1,-1
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,1,1,1,1,1
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,1,1,1,1,1
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,-1,1,-1,-1,-1
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,-1,1,-1,-1,-1
30,40,0,1,0,0,0
30,40,1,1,1,1,1
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,1,1,1,1,1
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,1,1,1,1,1
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,1,1,1,1,1
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,1,1,1,1,1
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,1,1,1,1,1
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,-1,1,-1,-1,-1
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,-2,1,-2,-2,-2
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,-1,1,-1,-1,-1
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,-1,1,-1,-1,-1
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,1,1,1,1,1
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,1,1,1,1,1
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,1,1,1,1,1
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,1,1,1,1,1
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,1,1,1,1,1
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,-1,1,-1,-1,-1
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,-1,1,-1,-1,-1
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,-1,1,-1,-1,-1
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,1,1,1,1,1
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,-1,1,-1,-1,-1
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,-1,1,-1,-1,-1
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,1,1,1,1,1
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,-1,1,-1,-1,-1
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,1,1,1,1,1
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,1,1,1,1,1
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,1,1,1,1,1
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,1,1,1,1,1
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,1,1,1,1,1
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,1,1,1,1,1
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,1,1,1,1,1
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,1,1,1,1,1
30,40,1,1,1,1,1
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,1,1,1,1,1
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,-1,1,-1,-1,-1
30,40,-1,1,-1,-1,-1
30,40,0,1,0,0,0
30,40,-1,1,-1,-1,-1
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,1,1,1,1,1
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,1,1,1,1,1
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,-1,1,-1,-1,-1
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,1,1,1,1,1
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,1,1,1,1,1
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,-2,1,-2,-2,-2
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,-1,1,-1,-1,-1
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,2,1,2,2,2
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,1,1,1,1,1
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,1,1,1,1,1
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,-2,1,-2,-2,-2
30,40,-1,1,-1,-1,-1
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,-1,1,-1,-1,-1
30,40,-1,1,-1,-1,-1
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,1,1,1,1,1
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,-1,1,-1,-1,-1
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,-1,1,-1,-1,-1
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,1,1,1,1,1
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,1,1,1,1,1
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,1,1,1,1,1
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,1,1,1,1,1
30,40,1,1,1,1,1
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,1,1,1,1,1
30,40,1,1,1,1,1
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,1,1,1,1,1
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
30,40,0,1,0,0,0
